company_name,status,Industry,use_cases_1,use_cases_2
MORNINGSTAR,TRUE,Finance&Investments,Finance&Tokens,
NEWS CORPORATION,FALSE,Communication&Entertainment,,
LOVE'S TRAVEL STOPS & COUNTRY STORES,FALSE,Retail&ECommerce,,
PTC Inc,FALSE,IT&Software,,
E*TRADE FINANCIAL CORPORATION,FALSE,IT&Software,,
TREX COMPANY,FALSE,Resources&Materials,,
IRON MOUNTAIN,FALSE,Estate,,
CERIDIAN HCM HOLDING,FALSE,IT&Software,,
BUNGE,TRUE,Resources&Materials,Logistics&Supply_chain,
FORTUNE BRANDS HOME & SECURITY,FALSE,Resources&Materials,,
NORDSON CORPORATION,FALSE,Machinery&Manufacture,,
MEDICAL PROPERTIES TRUST,FALSE,Estate,,
WHIRLPOOL CORPORATION,FALSE,Technology&Electronics,,
CAMPBELL SOUP COMPANY,FALSE,Food&Restaurants,,
AMERICAN HOMES 4 RENT,FALSE,Estate,,
TELEFONICA BRASIL,ЛОЖЬ,Communication&Entertainment,,
ATMOS ENERGY CORPORATION,FALSE,Resources&Materials,,
AMERCO,FALSE,Estate,,
"ROBINHOOD MARKETS, INC.",TRUE,Finance&Investments,Finance&Tokens,
MOHAWK INDUSTRIES,FALSE,Resources&Materials,,
FMC CORPORATION,FALSE,Resources&Materials,,
CROWN HOLDINGS,FALSE,Technology&Electronics,,
SAMSARA INC.,FALSE,IT&Software,,
ANNALY CAPITAL MANAGEMENT,FALSE,Estate,,
WATSCO,FALSE,Technology&Electronics,,
BORGWARNER,FALSE,Transport&Aerospace,,
ALCOA CORPORATION,FALSE,Resources&Materials,,
CLEVELAND-CLIFFS,FALSE,Resources&Materials,,
AMERICAN FINANCIAL GROUP,FALSE,Finance&Investments,,
BOOZ ALLEN HAMILTON HOLDING CORPORATION,FALSE,Services&Travel,,
SNAP-ON,FALSE,Transport&Aerospace,,
VAIL RESORTS,FALSE,Communication&Entertainment,,
CARLISLE COMPANIES,FALSE,Resources&Materials,,
AMERICAN AIRLINES GROUP,FALSE,Logistics&Transportation,,
LIBERTY PROPERTY TRUST,FALSE,Estate,,
CNA FINANCIAL CORPORATION,FALSE,Finance&Investments,,
COGNEX CORPORATION,FALSE,Technology&Electronics,,
COMERICA,TRUE,Finance&Investments,Finance&Tokens,
TARGA RESOURCES,FALSE,Resources&Materials,,
JACK HENRY & ASSOCIATES,TRUE,IT&Software,Finance&Tokens,
GODADDY,FALSE,IT&Software,,
IAC/INTERACTIVECORP,FALSE,Communication&Entertainment,,
AES CORPORATION,FALSE,Resources&Materials,,
AXA EQUITABLE HOLDINGS,FALSE,Finance&Investments,,
FIRST CITIZENS BANCSHARES,FALSE,Finance&Investments,,
PLUG POWER,FALSE,Technology&Electronics,,
MARKETAXESS HOLDINGS,FALSE,IT&Software,,
FORMULA ONE GROUP,TRUE,Communication&Entertainment,Finance&Tokens,NFT&Gaming
HOWMET AEROSPACE,FALSE,Transport&Aerospace,,
ABIOMED,FALSE,Healthcare,,
"ALBERTSONS COMPANIES, INC.",FALSE,Retail&ECommerce,,
TELEFLEX,FALSE,Healthcare,,
WISH,FALSE,Communication&Entertainment,,
LYFT,FALSE,IT&Software,,
CF INDUSTRIES HOLDINGS,FALSE,Resources&Materials,,
INTERPUBLIC GROUP OF COMPANIES,TRUE,Communication&Entertainment,Data_managment&Security,
ADVANCE AUTO PARTS,FALSE,Transport&Aerospace,,
THE MOSAIC COMPANY,FALSE,Resources&Materials,,
EQUITY LIFESTYLE PROPERTIES,FALSE,Estate,,
W. R. BERKLEY CORPORATION,FALSE,Finance&Investments,,
WARNER BROS. DISCOVERY INC,FALSE,Communication&Entertainment,,
MASIMO CORPORATION,FALSE,Healthcare,,
C.H. ROBINSON WORLDWIDE,FALSE,Logistics&Transportation,,
CENTURYLINK,FALSE,Communication&Entertainment,,
HASBRO,FALSE,Communication&Entertainment,,
MARATHON OIL CORPORATION,FALSE,Resources&Materials,,
F5 INC,FALSE,IT&Software,,
LPL FINANCIAL HOLDINGS,FALSE,Finance&Investments,,
10X GENOMICS,FALSE,Healthcare,,
TOAST,FALSE,IT&Software,,
MOLINA HEALTHCARE,FALSE,Healthcare,,
LKQ CORPORATION,FALSE,Transport&Aerospace,,
QORVO,FALSE,Technology&Electronics,,
BURLINGTON STORES,FALSE,Retail&ECommerce,,
CAMDEN PROPERTY TRUST,FALSE,Estate,,
MARKEL CORPORATION,TRUE,Finance&Investments,Finance&Tokens,
INSULET CORPORATION,FALSE,Healthcare,,
TEXTRON,FALSE,Transport&Aerospace,,
ALLY FINANCIAL,FALSE,Finance&Investments,,
LOEWS CORPORATION,FALSE,Resources&Materials,,
BATH & BODY WORKS INC,FALSE,Retail&ECommerce,,
BIOMARIN PHARMACEUTICAL,FALSE,Healthcare,,
NORTONLIFELOCK,FALSE,IT&Software,,
J. M. SMUCKER COMPANY,FALSE,Food&Restaurants,,
EVERGY,FALSE,Resources&Materials,,
TIFFANY & CO,TRUE,Retail&ECommerce,NFT&Gaming,
"OLAPLEX HOLDINGS, INC.",FALSE,Retail&ECommerce,,
RINGCENTRAL,FALSE,IT&Software,,
IDEX CORPORATION,FALSE,Machinery&Manufacture,,
CENTERPOINT ENERGY,FALSE,Resources&Materials,,
NUANCE COMMUNICATIONS,FALSE,IT&Software,,
"PPD, INC.",FALSE,Healthcare,,
CONTURA ENERGY,FALSE,Resources&Materials,,
FRANKLIN RESOURCES,FALSE,Finance&Investments,,
AVERY DENNISON CORPORATION,FALSE,Resources&Materials,,
PIMCO,TRUE,Finance&Investments,Finance&Tokens,
HOLOGIC,FALSE,Healthcare,,
VARIAN MEDICAL SYSTEMS,FALSE,Healthcare,,
BIO-TECHNE CORPORATION,FALSE,Healthcare,,
MASCO CORPORATION,FALSE,Resources&Materials,,
ROLLINS,FALSE,Services&Travel,,
EASTMAN CHEMICAL COMPANY,FALSE,Resources&Materials,,
CHARLES RIVER LABORATORIES INTERNATIONAL,FALSE,Healthcare,,
OMNICOM GROUP,FALSE,Communication&Entertainment,,
CONAGRA BRANDS,FALSE,Food&Restaurants,,
FACTSET RESEARCH SYSTEMS,TRUE,IT&Software,Research&Consulting,
JUUL LABS,FALSE,Technology&Electronics,,
W. P. CAREY,FALSE,Estate,,
ZILLOW GROUP,FALSE,Estate,,
ROYALTY PHARMA PLC,FALSE,Healthcare,,
INCYTE CORPORATION,FALSE,Healthcare,,
QUALTRICS INTERNATIONAL INC.,FALSE,IT&Software,,
DYNATRACE,FALSE,IT&Software,,
ALNYLAM PHARMACEUTICALS,FALSE,Healthcare,,
AKAMAI TECHNOLOGIES,FALSE,IT&Software,,
CONFLUENT INC,FALSE,IT&Software,,
JACOBS ENGINEERING GROUP,FALSE,Services&Travel,,
WABTEC CORPORATION,FALSE,Transport&Aerospace,,
VIATRIS INC,FALSE,Healthcare,,
ENTEGRIS,FALSE,Technology&Electronics,,
VICI PROPERTIES,FALSE,Estate,,
MENARDS,FALSE,Retail&ECommerce,,
UDR,FALSE,Estate,,
LIBERTY SIRIUSXM GROUP,FALSE,Communication&Entertainment,,
DISH NETWORK CORPORATION,TRUE,Communication&Entertainment,NFT&Gaming,
THE CARLYLE GROUP,FALSE,Finance&Investments,,
SPLUNK,FALSE,IT&Software,,
DIRECTV,FALSE,Communication&Entertainment,,
UBIQUITI,FALSE,IT&Software,,
DOMINO'S PIZZA,FALSE,Retail&ECommerce,,
DARDEN RESTAURANTS,FALSE,Retail&ECommerce,,
CELANESE CORPORATION,FALSE,Resources&Materials,,
CMS ENERGY CORPORATION,TRUE,Resources&Materials,Finance&Tokens,
CONSTELLATION ENERGY CORPORATION,FALSE,Resources&Materials,,
HEICO CORPORATION,FALSE,Transport&Aerospace,,
INTERNATIONAL PAPER COMPANY,FALSE,Resources&Materials,,
NVR,FALSE,Finance&Investments,,
TAKE-TWO INTERACTIVE SOFTWARE,TRUE,Communication&Entertainment,NFT&Gaming,
NIAGARA MOHAWK POWER CORPORATION PFD 3.90%,FALSE,Resources&Materials,,
QUEST DIAGNOSTICS,FALSE,Healthcare,,
NETAPP,TRUE,IT&Software,Research&Consulting,
EDWARDS JONES INVESTMENTS,FALSE,Finance&Investments,,
MONOLITHIC POWER SYSTEMS,FALSE,Technology&Electronics,,
WESTERN DIGITAL CORPORATION,FALSE,Technology&Electronics,,
WARNER MUSIC GROUP CORP.,FALSE,Communication&Entertainment,,
"UIPATH, INC.",TRUE,Technology&Electronics,Data_managment&Security,
ROYAL CARIBBEAN CRUISES,FALSE,Logistics&Transportation,,
BILL.COM HOLDINGS,FALSE,Services&Travel,,
XYLEM,FALSE,Resources&Materials,,
AVANGRID,FALSE,Resources&Materials,,
MAXIM INTEGRATED PRODUCTS,FALSE,Transport&Aerospace,,
CAESARS ENTERTAINMENT CORPORATION,FALSE,Services&Travel,,
BROWN & BROWN,FALSE,Finance&Investments,,
HEALTHPEAK PROPERTIES,FALSE,Estate,,
ENPHASE ENERGY,FALSE,Technology&Electronics,,
CARMAX,FALSE,Transport&Aerospace,,
BOSTON PROPERTIES,FALSE,Estate,,
CONTINENTAL RESOURCES,FALSE,Resources&Materials,,
TELEDYNE TECHNOLOGIES,FALSE,Transport&Aerospace,,
FLEETCOR TECHNOLOGIES,FALSE,IT&Software,,
GENERAC HOLDINGS,FALSE,Resources&Materials,,
BROADRIDGE FINANCIAL SOLUTIONS,TRUE,IT&Software,Smart_contracts,
POOL CORPORATION,FALSE,Communication&Entertainment,,
PRINCIPAL FINANCIAL GROUP,FALSE,Finance&Investments,,
THE COOPER COMPANIES,FALSE,Healthcare,,
IMMUNOMEDICS,FALSE,Healthcare,,
SS&C TECHNOLOGIES HOLDINGS,FALSE,IT&Software,,
J.B. HUNT TRANSPORT SERVICES,FALSE,Logistics&Transportation,,
PINTEREST,FALSE,Communication&Entertainment,,
ZOOMINFO TECHNOLOGIES INC.,FALSE,IT&Software,,
WATERS CORPORATION,FALSE,Healthcare,,
JM FAMILY ENTERPRISES,FALSE,Transport&Aerospace,,
TRADEWEB MARKETS,FALSE,Finance&Investments,,
TRANSUNION,TRUE,IT&Software,Finance&Tokens,
CHEWY,FALSE,Retail&ECommerce,,
PAYCOM SOFTWARE,FALSE,IT&Software,,
CYRUSONE,FALSE,Estate,,
DAVITA,FALSE,Healthcare,,
LENNOX INTERNATIONAL,FALSE,Machinery&Manufacture,,
JUNIPER NETWORKS,FALSE,IT&Software,,
LEAR CORPORATION,FALSE,Transport&Aerospace,,
FIRST HORIZON NATIONAL CORPORATION,FALSE,Finance&Investments,,
AXON ENTERPRISE,FALSE,Transport&Aerospace,,
JABIL,FALSE,Technology&Electronics,,
ELASTIC,FALSE,IT&Software,,
INVESCO,TRUE,Finance&Investments,Finance&Tokens,
TORO COMPANY,FALSE,Machinery&Manufacture,,
CABLE ONE,FALSE,Communication&Entertainment,,
INSTACART,FALSE,Retail&ECommerce,,
OSHKOSH CORPORATION,FALSE,Transport&Aerospace,,
MAGELLAN MIDSTREAM PARTNERS,FALSE,Finance&Investments,,
ADVANCED DRAINAGE SYSTEMS,FALSE,Services&Travel,,
FIRST SOLAR,FALSE,Technology&Electronics,,
STIFEL FINANCIAL,FALSE,Finance&Investments,,
MACY'S,TRUE,Retail&ECommerce,Logistics&Supply_chain,NFT&Gaming
TALLGRASS ENERGY LP,FALSE,Resources&Materials,,
TOLL BROTHERS,FALSE,Resources&Materials,,
TOPBUILD,FALSE,Services&Travel,,
SMARTSHEET,FALSE,IT&Software,,
PINNACLE WEST CAPITAL CORPORATION,FALSE,Resources&Materials,,
CHESAPEAKE ENERGY CORPORATION,FALSE,Resources&Materials,,
US FOODS HOLDING,FALSE,Food&Restaurants,,
FIRST INDUSTRIAL REALTY TRUST,FALSE,Estate,,
TENET HEALTHCARE CORPORATION,FALSE,Healthcare,,
PENN ENTERTAINMENT INC,FALSE,Communication&Entertainment,,
AGNC INVESTMENT,FALSE,Estate,,
GENESEE & WYOMING,FALSE,Logistics&Transportation,,
AVIS BUDGET GROUP,FALSE,Services&Travel,,
MP MATERIALS CORP.,FALSE,Resources&Materials,,
VOYA FINANCIAL,FALSE,Finance&Investments,,
PAYLOCITY HOLDING CORPORATION,FALSE,IT&Software,,
PEGASYSTEMS,FALSE,IT&Software,,
PINNACLE FINANCIAL PARTNERS,FALSE,Finance&Investments,,
TANIUM,FALSE,IT&Software,,
XPO LOGISTICS,FALSE,Logistics&Transportation,,
ORGANON & CO.,FALSE,Healthcare,,
TETRA TECH,FALSE,Services&Travel,,
WYNDHAM HOTELS & RESORTS,FALSE,Services&Travel,,
COTY,FALSE,Retail&ECommerce,,
LINCOLN ELECTRIC HOLDINGS,FALSE,Technology&Electronics,,
AMERICOLD REALTY TRUST,FALSE,Estate,,
KILROY REALTY CORPORATION,FALSE,Estate,,
EASTGROUP PROPERTIES,FALSE,Estate,,
CHOICE HOTELS INTERNATIONAL,FALSE,Services&Travel,,
OLIN CORPORATION,FALSE,Resources&Materials,,
ITT,FALSE,Machinery&Manufacture,,
CONCENTRIX CORPORATION,FALSE,IT&Software,,
EQT CORPORATION,FALSE,Resources&Materials,,
TEMPUR SEALY INTERNATIONAL,FALSE,Resources&Materials,,
CULLEN/FROST BANKERS,FALSE,Finance&Investments,,
PURE STORAGE,FALSE,Technology&Electronics,,
IPG PHOTONICS CORPORATION,FALSE,Technology&Electronics,,
RALPH LAUREN CORPORATION,FALSE,Retail&ECommerce,,
PEOPLE'S UNITED FINANCIAL,FALSE,Finance&Investments,,
VORNADO REALTY TRUST,FALSE,Estate,,
UNDER ARMOUR,TRUE,Retail&ECommerce,NFT&Gaming,
WILLSCOT CORPORATION,FALSE,Retail&ECommerce,,
VERTIV HOLDINGS CO,FALSE,Technology&Electronics,,
CHURCHILL DOWNS,FALSE,Communication&Entertainment,,
GENTEX CORPORATION,FALSE,Transport&Aerospace,,
APARTMENT INCOME REIT CORP.,FALSE,Estate,,
TANDEM DIABETES CARE,FALSE,Healthcare,,
INFORMATICA INC.,FALSE,IT&Software,,
DXC TECHNOLOGY COMPANY,FALSE,IT&Software,,
NATIONAL RETAIL PROPERTIES,FALSE,Estate,,
BIOHAVEN PHARMACEUTICAL HOLDING COMPANY,FALSE,Healthcare,,
"DUN & BRADSTREET HOLDINGS, INC.",FALSE,IT&Software,,
BJ'S WHOLESALE CLUB HOLDINGS,FALSE,Retail&ECommerce,,
QUANTUMSCAPE,FALSE,Transport&Aerospace,,
"ENDEAVOR GROUP HOLDINGS, INC.",FALSE,Communication&Entertainment,,
"DOXIMITY, INC.",FALSE,Healthcare,,
MANHATTAN ASSOCIATES,FALSE,IT&Software,,
COMMERCE BANCSHARES,FALSE,Finance&Investments,,
OWENS CORNING,FALSE,Machinery&Manufacture,,
ASSURANT,FALSE,Finance&Investments,,
"MARQETA, INC.",FALSE,IT&Software,,
SCOTTS MIRACLE-GRO COMPANY,FALSE,Resources&Materials,,
AUTOMATION ANYWHERE,TRUE,IT&Software,Data_managment&Security,
AGCO CORPORATION,FALSE,Machinery&Manufacture,,
LITHIA MOTORS,FALSE,Transport&Aerospace,,
GUIDEWIRE SOFTWARE,TRUE,IT&Software,Data_managment&Security,
DROPBOX,FALSE,IT&Software,,
FIVE9,FALSE,IT&Software,,
"AGILON HEALTH, INC.",FALSE,Healthcare,,
GUARDANT HEALTH,FALSE,Healthcare,,
APTARGROUP,FALSE,Resources&Materials,,
PENSKE AUTOMOTIVE GROUP,FALSE,Transport&Aerospace,,
SEI INVESTMENTS COMPANY,FALSE,Finance&Investments,,
FIRST AMERICAN FINANCIAL CORPORATION,FALSE,Finance&Investments,,
CONSUMERS ENERGY COMPANY,FALSE,Resources&Materials,,
UNITED THERAPEUTICS CORPORATION,FALSE,Healthcare,,
PENUMBRA,FALSE,Healthcare,,
SYNEOS HEALTH,FALSE,Healthcare,,
"UPSTART HOLDINGS, INC.",FALSE,Finance&Investments,,
"GXO LOGISTICS, INC.",FALSE,Healthcare,,
YAHOO,FALSE,Communication&Entertainment,,
NOVAVAX,FALSE,Healthcare,,
UWM HOLDINGS CORPORATION,FALSE,Finance&Investments,,
KNIGHT-SWIFT TRANSPORTATION HOLDINGS,FALSE,Logistics&Transportation,,
SEALED AIR CORPORATION,FALSE,Resources&Materials,,
CREDIT ACCEPTANCE CORPORATION,FALSE,Finance&Investments,,
ARROW ELECTRONICS,FALSE,Technology&Electronics,,
ALLEGHANY CORPORATION,FALSE,Finance&Investments,,
NORWEGIAN CRUISE LINE HOLDINGS,FALSE,Logistics&Transportation,,
CAPRI HOLDINGS,FALSE,Retail&ECommerce,,
DECKERS OUTDOOR CORPORATION,FALSE,Retail&ECommerce,,
DOLBY LABORATORIES,FALSE,IT&Software,,
ARAMARK,FALSE,Food&Restaurants,,
LEVI STRAUSS & CO,FALSE,Retail&ECommerce,,
MKS INSTRUMENTS,FALSE,Technology&Electronics,,
STORE CAPITAL CORPORATION,FALSE,Estate,,
UGI CORPORATION,FALSE,Resources&Materials,,
AMDOCS,FALSE,IT&Software,,
ELDORADO RESORTS,FALSE,Services&Travel,,
LATTICE SEMICONDUCTOR CORPORATION,FALSE,Technology&Electronics,,
"PROCORE TECHNOLOGIES, INC.",TRUE,IT&Software,Data_managment&Security,
PHILLIPS 66 PARTNERS LP,FALSE,Resources&Materials,,
DICK'S SPORTING GOODS,FALSE,Retail&ECommerce,,
AVALARA,FALSE,IT&Software,,
ARES CAPITAL CORPORATION,FALSE,Finance&Investments,,
WYNN RESORTS,FALSE,Services&Travel,,
GENPACT,FALSE,IT&Software,,
NEWELL BRANDS,FALSE,Retail&ECommerce,,
AQUA AMERICA,FALSE,Resources&Materials,,
ASPEN TECHNOLOGY,FALSE,IT&Software,,
SYNAPTICS,FALSE,Technology&Electronics,,
BERRY GLOBAL GROUP,FALSE,Resources&Materials,,
JEFFERIES FINANCIAL GROUP,TRUE,Finance&Investments,Finance&Tokens,
GLOBE LIFE,FALSE,Finance&Investments,,
ERIE INDEMNITY COMPANY,FALSE,Finance&Investments,,
TEXAS PACIFIC LAND TRUST,FALSE,Resources&Materials,,
SITEONE LANDSCAPE SUPPLY,FALSE,Machinery&Manufacture,,
WESTERN MIDSTREAM PARTNERS LP,FALSE,Resources&Materials,,
NRG ENERGY,TRUE,Resources&Materials,Logistics&Supply_chain,
LAMB WESTON HOLDINGS,FALSE,Food&Restaurants,,
GITLAB,FALSE,IT&Software,,
COUPA SOFTWARE,FALSE,IT&Software,,
RELIANCE STEEL & ALUMINUM,FALSE,Resources&Materials,,
FIVE BELOW,FALSE,Retail&ECommerce,,
ZAYO GROUP HOLDINGS,FALSE,Communication&Entertainment,,
GRUBHUB,FALSE,Retail&ECommerce,,
SYNNEX CORPORATION,FALSE,IT&Software,,
AECOM,FALSE,Services&Travel,,
DARLING INGREDIENTS,FALSE,Food&Restaurants,,
UNION ELECTRIC COMPANY,FALSE,Resources&Materials,,
UNIVERSAL HEALTH SERVICES,FALSE,Healthcare,,
HYATT HOTELS CORPORATION,FALSE,Services&Travel,,
GAMESTOP,TRUE,Communication&Entertainment,NFT&Gaming,
RH,FALSE,Retail&ECommerce,,
TAPESTRY,FALSE,Retail&ECommerce,,
GOODRX,FALSE,Healthcare,,
APACHE CORPORATION,FALSE,Resources&Materials,,
HUBBELL,FALSE,Technology&Electronics,,
NISOURCE,FALSE,Resources&Materials,,
SERVICE CORPORATION INTERNATIONAL,FALSE,Services&Travel,,
VISTRA ENERGY,FALSE,Resources&Materials,,
HENRY SCHEIN,FALSE,Healthcare,,
ZIONS BANCORPORATION NATIONAL ASSOCIATION,FALSE,Finance&Investments,,
MIDDLEBY CORPORATION,FALSE,Machinery&Manufacture,,
FEDERAL REALTY INVESTMENT TRUST,FALSE,Estate,,
MOLSON COORS BREWING COMPANY,FALSE,Food&Restaurants,,
"COACH, INC.",FALSE,Retail&ECommerce,,
CUBESMART,FALSE,Estate,,
WILLIAMS-SONOMA,FALSE,Retail&ECommerce,,
"SOFI TECHNOLOGIES, INC.",FALSE,Finance&Investments,,
BRUKER CORPORATION,FALSE,Healthcare,,
DRAFTKINGS INC.,TRUE,Communication&Entertainment,NFT&Gaming,
GroupM,FALSE,Communication&Entertainment,,
HERTZ GLOBAL HOLDINGS,FALSE,Services&Travel,,
CIENA CORPORATION,FALSE,Communication&Entertainment,,
REXFORD INDUSTRIAL REALTY,FALSE,Estate,,
"ASANA, INC.",FALSE,IT&Software,,
LIFE STORAGE,FALSE,Estate,,
REPLIGEN CORPORATION,FALSE,Healthcare,,
PENTAIR,FALSE,Machinery&Manufacture,,
GAMING AND LEISURE PROPERTIES,FALSE,Estate,,
COLFAX CORPORATION,FALSE,Machinery&Manufacture,,
PROSPERITY BANCSHARES,FALSE,Finance&Investments,,
OGE ENERGY,FALSE,Resources&Materials,,
CHIME,FALSE,Finance&Investments,,
SYNOVUS FINANCIAL,TRUE,Finance&Investments,Finance&Tokens,
CORELOGIC,FALSE,IT&Software,,
AUTONATION,FALSE,Transport&Aerospace,,
SAIA,FALSE,Logistics&Transportation,,
LITTELFUSE,FALSE,Technology&Electronics,,
ONEMAIN HOLDINGS,FALSE,Finance&Investments,,
KOHL'S CORPORATION,FALSE,Retail&ECommerce,,
CROCS,FALSE,Retail&ECommerce,,
SAREPTA THERAPEUTICS,FALSE,Healthcare,,
AXALTA COATING SYSTEMS,FALSE,Resources&Materials,,
MDU RESOURCES GROUP,FALSE,Resources&Materials,,
EMCOR GROUP,FALSE,Services&Travel,,
EURONET WORLDWIDE,FALSE,Finance&Investments,,
SUNRUN,FALSE,Resources&Materials,,
NEW YORK COMMUNITY BANCORP,TRUE,Finance&Investments,Finance&Tokens,
ASGN,FALSE,Services&Travel,,
AMERICAN CAMPUS COMMUNITIES,FALSE,Estate,,
IDACORP,FALSE,Resources&Materials,,
MSA SAFETY,FALSE,Healthcare,,
SONOCO PRODUCTS COMPANY,TRUE,Resources&Materials,Logistics&Supply_chain,
BUMBLE INC.,FALSE,IT&Software,,
RAPID7,FALSE,IT&Software,,
ANTERO RESOURCES CORPORATION,FALSE,Resources&Materials,,
AMKOR TECHNOLOGY,FALSE,Technology&Electronics,,
TEMPUS,FALSE,Healthcare,,
WORKIVA,FALSE,IT&Software,,
"BRAZE, INC.",FALSE,IT&Software,,
AMBARELLA,FALSE,Technology&Electronics,,
CHEMOURS COMPANY,FALSE,Resources&Materials,,
HANESBRANDS,FALSE,Retail&ECommerce,,
NATIONAL FUEL GAS COMPANY,FALSE,Resources&Materials,,
NATIONAL OILWELL VARCO,FALSE,Resources&Materials,,
ELEMENT SOLUTIONS,FALSE,Resources&Materials,,
THOR INDUSTRIES,FALSE,Resources&Materials,,
TUSIMPLE HOLDINGS INC.,FALSE,IT&Software,,
TERRENO REALTY CORPORATION,FALSE,Estate,,
CURALEAF HOLDINGS,FALSE,Healthcare,,
RBC BEARINGS,FALSE,Machinery&Manufacture,,
EXELIXIS,FALSE,Healthcare,,
ASHLAND GLOBAL HOLDINGS,FALSE,Resources&Materials,,
TRINET GROUP,FALSE,IT&Software,,
INTERNATIONAL GAME TECHNOLOGY,FALSE,Communication&Entertainment,,
SPIRIT REALTY CAPITAL,FALSE,Estate,,
SLM CORPORATION,FALSE,Finance&Investments,,
PACWEST BANCORP,FALSE,Finance&Investments,,
VALLEY NATIONAL BANCORP,FALSE,Finance&Investments,,
SHOCKWAVE MEDICAL,FALSE,Healthcare,,
FLOWERS FOODS,FALSE,Food&Restaurants,,
ENCOMPASS HEALTH CORPORATION,FALSE,Healthcare,,
GLACIER BANCORP,FALSE,Finance&Investments,,
STAMPS.COM,FALSE,IT&Software,,
EIDOS THERAPEUTICS,FALSE,Healthcare,,
NUTANIX,FALSE,IT&Software,,
NEW RELIC,FALSE,IT&Software,,
AFFILIATED MANAGERS GROUP,FALSE,Finance&Investments,,
INGREDION,FALSE,Food&Restaurants,,
NEXTERA ENERGY PARTNERS LP,FALSE,Resources&Materials,,
IAA,FALSE,Services&Travel,,
COUSINS PROPERTIES,FALSE,Estate,,
TEXAS ROADHOUSE,FALSE,Food&Restaurants,,
INSPIRE MEDICAL SYSTEMS,FALSE,Healthcare,,
VALVOLINE,FALSE,Resources&Materials,,
SOUTH STATE CORPORATION,FALSE,Finance&Investments,,
WATTS WATER TECHNOLOGIES,FALSE,Machinery&Manufacture,,
NEXSTAR MEDIA GROUP,TRUE,Communication&Entertainment,Cybersecurity,
CYBERARK SOFTWARE,FALSE,IT&Software,,
FRESHWORKS Inc,FALSE,IT&Software,,
SMITHFIELD FOODS,FALSE,Food&Restaurants,,
GRAPHIC PACKAGING HOLDING COMPANY,FALSE,Resources&Materials,,
BOSTON BEER COMPANY,FALSE,Food&Restaurants,,
BROOKFIELD RENEWABLE CORPORATION,FALSE,Resources&Materials,,
E. I. DU PONT DE NEMOURS AND COMPANY,FALSE,Resources&Materials,,
MGM GROWTH PROPERTIES LLC,FALSE,Estate,,
DCP MIDSTREAM LP,FALSE,Resources&Materials,,
CLOUDKITCHENS,FALSE,Services&Travel,,
PRIMERICA,FALSE,Finance&Investments,,
MACHINE ZONE,FALSE,Communication&Entertainment,,
HASHICORP,TRUE,IT&Software,Logistics&Supply_chain,
CACI INTERNATIONAL,FALSE,IT&Software,,
"ALLEGRO MICROSYSTEMS, INC.",FALSE,Technology&Electronics,,
VALVE CORPORATION,FALSE,Communication&Entertainment,,
SWITCH,FALSE,IT&Software,,
MEDALLIA,FALSE,IT&Software,,
HARLEY-DAVIDSON,FALSE,Transport&Aerospace,,
LANDSTAR SYSTEM,FALSE,Logistics&Transportation,,
SOTERA HEALTH CO,FALSE,Healthcare,,
SCIENTIFIC GAMES CORPORATION,FALSE,Communication&Entertainment,,
"OAK STREET HEALTH, INC.",FALSE,Healthcare,,
COLUMBIA SPORTSWEAR COMPANY,FALSE,Retail&ECommerce,,
DOUGLAS EMMETT,FALSE,Estate,,
TCF FINANCIAL CORPORATION,FALSE,Finance&Investments,,
ARROWHEAD PHARMACEUTICALS,FALSE,Healthcare,,
FS KKR CAPITAL,TRUE,Finance&Investments,Finance&Tokens,
CRANE,FALSE,Machinery&Manufacture,,
CCC INTELLIGENT SOLUTIONS HOLDINGS INC.,FALSE,IT&Software,,
CADENCE BANCORPORATION,FALSE,Finance&Investments,,
LOUISIANA-PACIFIC CORPORATION,FALSE,Resources&Materials,,
R1 RCM,FALSE,Healthcare,,
WESCO INTERNATIONAL,FALSE,Communication&Entertainment,,
TECH DATA CORPORATION,FALSE,Retail&ECommerce,,
HILTON GRAND VACATIONS,FALSE,Services&Travel,,
YETI HOLDINGS,FALSE,Services&Travel,,
ANAPLAN,FALSE,IT&Software,,
BANK OZK,FALSE,Finance&Investments,,
FLIR SYSTEMS,FALSE,Technology&Electronics,,
ROYAL GOLD,FALSE,Resources&Materials,,
EAGLE MATERIALS,FALSE,Resources&Materials,,
KBR,FALSE,Services&Travel,,
COHERENT,FALSE,Technology&Electronics,,
ADT,FALSE,Technology&Electronics,,
CHANGE HEALTHCARE,FALSE,Healthcare,,
BRUNSWICK CORPORATION,FALSE,Machinery&Manufacture,,
HUNTINGTON INGALLS INDUSTRIES,FALSE,Logistics&Transportation,,
BROOKFIELD OFFICE PROPERTIES,FALSE,Estate,,
HUNTSMAN CORPORATION,FALSE,Resources&Materials,,
MATTEL,TRUE,Communication&Entertainment,NFT&Gaming,
OLD REPUBLIC INTERNATIONAL CORPORATION,FALSE,Finance&Investments,,
REINSURANCE GROUP OF AMERICA,FALSE,Finance&Investments,,
REYNOLDS CONSUMER PRODUCTS INC.,FALSE,Resources&Materials,,
STAG INDUSTRIAL,FALSE,Estate,,
FOX FACTORY HOLDING,FALSE,Transport&Aerospace,,
ZYNGA,TRUE,Communication&Entertainment,NFT&Gaming,
GAP,TRUE,Technology&Electronics,NFT&Gaming,
